English,Hebrew,creature,יְצוּר
English,Hebrew,monster,מִפלֶצֶת
English,Hebrew,servant,מְשָׁרֵת
English,Hebrew,magician,קוֹסֵם
Hebrew,English,גיבור,a hero
Hebrew,English,קסדה,helmet
Hebrew,English,שריון,armor
Hebrew,English,כִּשׁוּף,incantation
English,Hebrew,witch,מְכַשֵׁפָה
Hebrew,English,חומה,wall
Hebrew,English,לוחם,fighter
Hebrew,English,חץ,arrow
Hebrew,English,אביר,knight
Hebrew,English,קשת,arch
Hebrew,English,מַמלָכָה,kingdom
Hebrew,English,חרבה,Sword
Hebrew,English,אגדה,legend
Hebrew,English,מגבון,Wipe
Hebrew,English,צַלחִית,saucer
English,Hebrew,recommendation,הַמלָצָה
English,Hebrew,admires,מעריץ
Hebrew,English,מפלגה,party
Hebrew,English,שביתה,strike
Hebrew,English,איום,threat
Hebrew,English,אַשׁמָה,guilt
English,Hebrew,bribe,שׁוֹחַד
English,Hebrew,governor,מוֹשֵׁל
English,Hebrew,candidate,מוּעֲמָד
English,Hebrew,arrest,מַעְצָר
English,Hebrew,speech,נְאוּם
English,Hebrew,corruption,שְׁחִיתוּת
English,Hebrew,violence,אַלִימוּת
English,Hebrew,elections,בחירות
English,Hebrew,leader,מַנהִיג
English,Hebrew,crime,פֶּשַׁע
English,Hebrew,policy,מְדִינִיוּת
English,Hebrew,economy,כַּלְכָּלָה
Hebrew,English,זכות,Right
Hebrew,English,מיסים,Taxes
Hebrew,English,ביטחון,confidence
Hebrew,English,חוק,law
Hebrew,English,אוֹהֵד,Fan
Hebrew,English,התקפה,attack
English,Hebrew,goalie,שׁוֹעֵר
Hebrew,English,צַעַד,step
Hebrew,English,בעיטה,kick
Hebrew,English,ארד,bronze
Hebrew,English,מאמן,coach
Hebrew,English,אליפות,championship
Hebrew,English,כדורעף,Volleyball
Hebrew,English,מחבט,racket
Hebrew,English,מבקיע,scores
Hebrew,English,תיקו,draw
Hebrew,English,פסקול,sound track
Hebrew,English,הופעה,performance
English,Hebrew,harmonica,מַפּוּחִית
English,Hebrew,trumpet,חֲצוֹצְרָה
English,Hebrew,tune,מַנגִינָה
English,Hebrew,speaker,רַמקוֹל
Hebrew,English,מיקרופון,microphone
English,Hebrew,drummer,מְתוֹפֵף
Hebrew,English,לַהֲקָה,band
English,Hebrew,violin,כינור
English,Hebrew,underground,תַת קַרקַעִי
Hebrew,English,לצפות,expect
Hebrew,English,לתלות,hang
Hebrew,English,לבכות,cry
Hebrew,English,לדחות,reject
Hebrew,English,לטעות,mistake
Hebrew,English,לבנות,build
Hebrew,English,לקרות,happen
Hebrew,English,להבטיח,ensure
Hebrew,English,לדרוש,demand
English,Hebrew,permission,רְשׁוּת
Hebrew,English,עֶמדָה,position
English,Hebrew,reality,מְצִיאוּת
Hebrew,English,בעדיפות,priority
Hebrew,English,בִּטוּי,expression
English,Hebrew,consequences,השלכות
English,Hebrew,surprise,הַפתָעָה
English,Hebrew,smile,חִיוּך
Hebrew,English,לזרום,stream
Hebrew,English,להישאר,stay
Hebrew,English,להתנהג,behave
Hebrew,English,טובה,favor
Hebrew,English,אוהל,tent
English,Hebrew,fear,פַּחַד
English,Hebrew,tradition,מָסוֹרֶת
English,Hebrew,approach,גִישָׁה
English,Hebrew,shelter,מִקְלָט
English,Hebrew,danger,סַכָּנָה
English,Hebrew,hatred,שִׂנאָה
English,Hebrew,adventure,הַרפַּתקָה
English,Hebrew,signature,חֲתִימָה
English,Hebrew,responsability,אחריות
English,Hebrew,position,עֶמדָה
English,Hebrew,symbol,סֵמֶל
English,Hebrew,doubt,סָפֵק
Hebrew,English,פְּקוּדָה,command
Hebrew,English,השקפה,view
Hebrew,English,שליטה,control
English,Hebrew,to ignore,להתעלם
English,Hebrew,system,מערכת
English,Hebrew,structure,מבנה
English,Hebrew,situation,המצב
English,Hebrew,personal,אישי
English,Hebrew,list,רשימה
English,Hebrew,influence,השפעה
English,Hebrew,impressive,מרשימים
English,Hebrew,edge,קצה
English,Hebrew,command,פקודה
English,Hebrew,beginning,התחלה
English,Hebrew,darkness,החושך
English,Hebrew,decision,הַחְלָטָה
English,Hebrew,reward,פרס
Hebrew,English,צִיוּן,Grade
English,Hebrew,subject,נושא
Hebrew,English,כַּוָנָה,intention
English,Hebrew,rest,מנוחה
English,Hebrew,success,הַצלָחָה
English,Hebrew,voice,קוֹל
English,Hebrew,choice,בְּחִירָה
Hebrew,English,עִניָן,matter
English,Hebrew,failure,כישלון
English,Hebrew,role,תַפְקִיד
English,Hebrew,crisis,מַשׁבֵּר
English,Hebrew,opportunity,הִזדַמְנוּת
English,Hebrew,defense,ההגנה
English,Hebrew,turn,תור
English,Hebrew,comment,תגובה
Hebrew,English,הסכם,agreement
Hebrew,English,תִקוָה,hope
Hebrew,Spanish,חטוף,secuestrado
English,Hebrew,perspective,נקודת מבט
English,Hebrew,west,מַעֲרָב
English,Hebrew,east,מזרח
English,Hebrew,south,דָרוֹם
English,Hebrew,north,צָפוֹן
English,Hebrew,level,רָמָה
English,Hebrew,control,שְׁלִיטָה
English,Hebrew,conversation,שִׂיחָה
English,Hebrew,part,חֵלֶק
English,Hebrew,group,קְבוּצָה
English,Hebrew,change,שינוי
English,Hebrew,case,מקרה
English,Hebrew,meaning,מַשְׁמָעוּת
English,Hebrew,kind,סוג
Hebrew,English,מדהים,Amazing
English,Hebrew,unite,להתאחד
English,Hebrew,pure,טָהוֹר
Hebrew,English,נָדִיר,rare
English,Hebrew,wonderful,נִפלָא
Hebrew,English,מרתקת,fascinating
English,Hebrew,taste,טַעַם
English,Hebrew,strange,מוּזָר
English,Hebrew,fresh,טָרִי
English,Hebrew,lonely,בּוֹדֵד
Hebrew,English,צַר,narrow
English,Hebrew,wide,רָחָב
English,Hebrew,traditional,מָסוֹרתִי
Hebrew,English,חכם,smart
Hebrew,English,מכוער,ugly
Hebrew,English,טיפש,Stupid
Hebrew,English,מטומטם,dumb
English,Hebrew,immediately,מיד
English,Hebrew,the only,היחיד
English,Hebrew,official,רשמי
Hebrew,English,להשתמש,to use
English,Hebrew,get confused,להתבלבל
Hebrew,English,לְהִתְעַמֵל,Exercising
English,Hebrew,to apologize,להתנצל
Hebrew,English,צֶוֶת,crew
English,Hebrew,to consult,להתייעץ
Hebrew,English,לְהִתְכּוֹנֵן,Get ready
English,Hebrew,to join,להצטרף
English,Hebrew,ends,מסתיים
English,Hebrew,to cope,להתמודד
English,Hebrew,to train,להתאמן
English,Hebrew,get drunk,להשתכר
English,Hebrew,change,לְהִשְׁתַנוֹת
Hebrew,English,להתחבא,hide
English,Hebrew,to recover,להתאושש
English,Hebrew,to miss,להתגעגע
English,Hebrew,to get old,להזדקן
Hebrew,English,להתקר,get cold
Hebrew,English,להתחמם,warm up
Hebrew,English,התמחות,specialization
English,Hebrew,be educated,לְהִתְחַנֵך
English,Hebrew,to beg,להתחנן
Hebrew,English,לְהִתְגַלֵחַ,shave
English,Hebrew,get strong,להתחזק
English,Hebrew,possible,אפשר
Hebrew,English,קוּפסָה,box
English,Hebrew,bell,פַּעֲמוֹן
English,Hebrew,umbrella,מִטְרִיָה
English,Hebrew,scissors,מספריים
Hebrew,English,מסכים,agree
English,Hebrew,research,מחקר
English,Hebrew,lecture,הַרצָאָה
Hebrew,English,מסיים,finishing
Hebrew,English,סכין,knife
Hebrew,English,בית הקולנוע,the cinema
Hebrew,English,חייב,have to
English,Hebrew,fence,גָדֵר
English,Hebrew,powder,אֲבָקָה
English,Hebrew,floor,רִצפָּה
English,Hebrew,pan,מחבת
English,Hebrew,object,עֶצֶם
English,Hebrew,object,חֵפֶץ
English,Hebrew,roots,שורשים
English,Hebrew,pool,בריכה
English,Hebrew,wheel,גַלגַל
English,Hebrew,box,קופסא
English,Hebrew,screen,מָסָך
English,Hebrew,bedding,מצעים
English,Hebrew,lose,לאבד
English,Hebrew,basket,סל
English,Hebrew,wallet,ארנק
English,Hebrew,paper,נייר
English,Hebrew,battery,סוללה
English,Hebrew,clock,שעון
English,Hebrew,to break,לשבור
English,Hebrew,to believe,להאמין
English,Hebrew,steal,לִגנוֹב
English,Hebrew,monkey,קוֹף
English,Hebrew,to listen,להקשיב
English,Hebrew,to show,להראות
English,Hebrew,to decide,להחליט
English,Hebrew,to arrive,להגיע
English,Hebrew,snake,נָחָשׁ
English,Hebrew,spider,עַכָּבִישׁ
English,Hebrew,to finish,לסיים
English,Hebrew,to wait,לחכות
English,Hebrew,to lie,לשקר
Hebrew,English,בזבז,wasted
English,Hebrew,spend,לְבַזבֵּז
English,Hebrew,to win,לנצח
English,Hebrew,we win,אנחנו מנצחים
Hebrew,English,להתלונן,to complain
Hebrew,English,נפש,soul
Hebrew,English,חוצפה,gall
English,Hebrew,worry,דאגה
English,Hebrew,relationship,מערכת יחסים
Hebrew,English,נופים,Views
Hebrew,English,צעצועים,toys
Hebrew,English,משקפי שמש,Sunglasses
Hebrew,English,מטריה,Umbrella
Hebrew,English,סולם,ladder
Hebrew,English,תרופה,Medication
English,Hebrew,jewelry,תכשיט
Hebrew,English,חומרי בניין,construction materials
English,Hebrew,whole wheat,חיטה מלאה
English,Hebrew,I caress,אני מלטף
English,Hebrew,I forgive,אני סולח
Hebrew,English,יחסית,relatively
English,Hebrew,towel,מַגֶבֶת
English,Hebrew,toothpaste,משחת שיניים
English,Hebrew,brush,לְהַברִישׁ
English,Hebrew,toothbrush,מִברֶשֶׁת שִׁנַיִם
English,Hebrew,wet,רָטוֹב
English,Hebrew,dry,יָבֵשׁ
English,Hebrew,dirty,מְלוּכלָך
Hebrew,English,נקי,net
Hebrew,English,רוחץ,bathing
Hebrew,English,מכבס,washer
Hebrew,English,מעיר,wakes up
Hebrew,English,מתעורר,Wake up
Hebrew,English,נסיך,prince
Hebrew,English,הַתרָעָה,warning
English,Hebrew,bomb,פְּצָצָה
Hebrew,English,מטפל,Therapist
English,Hebrew,I phone,אני מטלפן
Hebrew,English,רכבת,a train
Hebrew,English,בצל,Onion
Hebrew,English,בגלל,Because
English,Hebrew,laboratory,מַעבָּדָה
Hebrew,English,חתיך,Handsome
Hebrew,English,מופרע,disturbed
Hebrew,English,שונא,hate
Hebrew,English,מודע,aware
Hebrew,English,לפחות,at least
Hebrew,English,מעצבן,annoying
Hebrew,English,אל,to
Hebrew,English,בעיקר,Mainly
Hebrew,English,מלגה,scholarship
English,Hebrew,for you,בשבילך
Hebrew,English,נרגילה,hookah
Hebrew,English,צבא,Army
Hebrew,English,חמוד,Cute
Hebrew,English,ביקשת,you asked
Hebrew,English,להתקלח,shower
Hebrew,English,חָצוּף,insolent
